O_ORDERKEY,O_CUSTKEY,O_ORDERSTATUS,O_TOTALPRICE,O_ORDERDATE,O_ORDERPRIORITY,O_CLERK,O_SHIPPRIORITY,O_COMMENT
5026,27061,O,17957.97,1997-09-06,1-URGENT,Clerk#000000955,0,y final requests us
2468513,111193,O,117150.53,1997-09-30,1-URGENT,Clerk#000000439,0,ag fluffily fluffily even 
5098272,79007,O,220080.20,1997-10-31,1-URGENT,Clerk#000000044,0,"ronic theodolites are blithely courts. final, silent deposits haggle"
3122530,28396,O,128605.73,1997-12-19,2-HIGH,Clerk#000000668,0,ely regular theodol
3574500,79084,O,115361.25,1997-12-07,3-MEDIUM,Clerk#000000441,0,to beans. quickly even excuses detect carefully b
4890659,52930,O,249035.05,1997-10-27,2-HIGH,Clerk#000000364,0,"e furiously even requests. regular, unusual requ"
3209312,130102,O,123608.38,1997-11-29,3-MEDIUM,Clerk#000000665,0,"pinto beans haggle carefully. quick, express ideas boost sometimes alongside"
2022148,34697,O,133939.50,1997-09-15,5-LOW,Clerk#000000267,0,counts. blithely bold accounts wake. even dependencies after t
2308935,96808,O,111509.95,1997-12-05,2-HIGH,Clerk#000000888,0,ptotes integrate quickly even accounts. furiously 
2013315,88723,O,98642.09,1997-09-14,4-NOT SPECIFIED,Clerk#000000175,0,attainments sublate blithely. slyly express idea
2376865,148798,O,207557.27,1997-09-04,5-LOW,Clerk#000000122,0,ajole across the warthogs. bold packages hang furiously. quickly bold pa
3837412,28636,O,324730.83,1997-09-29,5-LOW,Clerk#000000984,0,hin ideas cajole regular hockey 
1927749,76973,O,226471.75,1997-10-15,5-LOW,Clerk#000000821,0, pending ideas detect
5665380,45748,O,257718.40,1997-11-25,2-HIGH,Clerk#000000497,0,"s above the blithely unusual packages sleep blithely ironic, bold platelets"
5190790,70360,O,136240.38,1997-11-17,5-LOW,Clerk#000000061,0, after the special dinos. blithely 
5628259,26308,O,291702.55,1997-11-24,1-URGENT,Clerk#000000794,0,al requests wake carefully alo
5812677,54979,O,154839.04,1997-12-30,5-LOW,Clerk#000000472,0,fully pending ideas
686372,75550,O,210197.22,1997-10-30,5-LOW,Clerk#000000794,0,uriously requests-- blithely express accounts 
907971,83578,O,127319.71,1997-09-17,1-URGENT,Clerk#000000761,0,packages use. silent waters are fluffily against the careful
4270503,74705,O,333374.32,1997-10-31,2-HIGH,Clerk#000000786,0,"unts. regular, regular foxes boost sly"
4528805,18598,O,81451.96,1997-10-08,5-LOW,Clerk#000000645,0,ress requests. regular accounts affix fluffi
923617,11873,O,235247.02,1997-08-15,4-NOT SPECIFIED,Clerk#000000454,0,cies haggle. even deposits are express fox
5449990,61295,O,162609.93,1997-09-15,3-MEDIUM,Clerk#000000043,0,ccounts engage blithely furiously unusual deposits. finally ex
1060133,66716,O,267273.98,1997-10-21,4-NOT SPECIFIED,Clerk#000000512,0,"ic, unusual deposits wake quickly requests. furiously enticing requests ha"
1019239,145681,O,65738.66,1997-08-19,4-NOT SPECIFIED,Clerk#000000201,0,gular deposits doubt. regular requests h
3997026,53494,O,214013.59,1997-12-18,1-URGENT,Clerk#000000309,0,warthogs. slyly special deposits nag carefully regular packa
4103428,99979,O,62380.22,1997-12-26,2-HIGH,Clerk#000000400,0,kindle quickly around the 
3476582,48652,O,163138.84,1997-08-24,2-HIGH,Clerk#000000217,0," carefully final frets. final, express"
3207587,110017,O,347112.16,1997-11-10,2-HIGH,Clerk#000000388,0,lithely ironic excuses. carefully expr
1465153,301,O,274497.69,1997-10-17,2-HIGH,Clerk#000000514,0, requests. carefully iron
1230565,122954,O,228627.51,1997-09-16,5-LOW,Clerk#000000984,0,"ic, final foxes! quickly bold dinos w"
1545828,86186,O,179809.05,1997-12-02,1-URGENT,Clerk#000000199,0,e quickly pending frays boost furiously deposits. pending platele
1323649,73667,O,83757.83,1997-10-20,3-MEDIUM,Clerk#000001000,0," nag carefully ironic instructions. regular, pending dolphins wake quick"
3676869,112484,O,198231.15,1997-12-19,1-URGENT,Clerk#000000256,0,y bold deposits integrate blithely after the clos
256741,66652,O,194284.82,1997-11-19,5-LOW,Clerk#000000153,0,ly furiously regular theodolites. carefull
337698,109636,O,164707.48,1997-10-24,3-MEDIUM,Clerk#000000085,0,lly brave accounts cajole quickly. silent deposits above the carefully eve
962052,107257,O,225973.65,1997-09-07,5-LOW,Clerk#000000803,0,. fluffily regular requ
720960,27520,O,239817.40,1997-09-15,3-MEDIUM,Clerk#000000612,0,nts. furiously express excuses boost furiously unusual deposits. accounts aft
3967170,106550,O,348674.53,1997-12-27,3-MEDIUM,Clerk#000000985,0,uests sleep fluffily. carefully regu
4261253,49597,O,80687.31,1997-08-30,1-URGENT,Clerk#000000959,0,encies along the special requests sleep quickly blithely ev
508903,76849,O,234082.48,1997-12-05,1-URGENT,Clerk#000000724,0,ess instructions nag furiously. ev
341473,39880,O,228888.60,1997-09-14,5-LOW,Clerk#000000675,0,ake above the slyly ironic re
3239233,142387,O,199011.56,1997-08-29,1-URGENT,Clerk#000000469,0,ometimes final deposits. regular accounts impress slyly.
2730464,133909,O,117110.71,1997-11-10,3-MEDIUM,Clerk#000000947,0,he slyly ironic requests. blithely pending theodolites sleep slyly across the 
1358658,91888,O,144551.24,1997-11-25,3-MEDIUM,Clerk#000000054,0,"al packages sleep fluffily against the requests. regular, final packag"
5096196,55567,O,299680.25,1997-12-12,1-URGENT,Clerk#000000661,0,encies print furiously. fluf
5169286,120242,O,238181.13,1997-11-30,1-URGENT,Clerk#000000997,0, special theodolites. fluffily ironic sheaves nod carefully. slyly
2788609,40426,O,286713.91,1997-11-06,4-NOT SPECIFIED,Clerk#000000892,0,special deposits integrate furiously above
2407554,17455,O,277502.61,1997-11-03,1-URGENT,Clerk#000000637,0,ests. slyly slow instructions integ
2804452,118264,O,216546.14,1997-11-29,4-NOT SPECIFIED,Clerk#000000552,0,ly express deposits
357477,143611,O,203968.74,1997-10-23,1-URGENT,Clerk#000000432,0,uses alongside of the sauternes sleep carefully even theodolites. 
536993,67636,O,181808.32,1997-10-08,1-URGENT,Clerk#000000455,0,leep blithely instructions. slyly pending 
439328,36923,O,44757.73,1997-10-19,4-NOT SPECIFIED,Clerk#000000254,0,ccounts kindle slyly. ironic packages about the fluffily iron
2917639,79712,O,173115.49,1997-08-25,5-LOW,Clerk#000000951,0,lithely final dependencies. quickly even reques
5024675,83017,O,320418.91,1997-09-02,3-MEDIUM,Clerk#000000396,0,ts boost? slyly ironic deposits sleep slyly above the 
1389729,121712,O,15612.98,1997-11-02,1-URGENT,Clerk#000000031,0,ver final packages wake furiously against t
3013478,62822,O,259783.49,1997-08-31,3-MEDIUM,Clerk#000000314,0,"fily. tithes integrate final asymptotes. regular, unusual not"
3597766,93590,O,158704.45,1997-11-10,2-HIGH,Clerk#000000374,0,"uickly bold dinos. regular requests haggle furiously regular, "
2376258,24350,O,130020.35,1997-09-04,3-MEDIUM,Clerk#000000892,0,foxes after the quickly ironic theodolites wake fl
1998752,106363,O,113057.52,1997-08-23,1-URGENT,Clerk#000000516,0,dolphins. furiously special accounts sleep. carefully bold dolphins
3765985,103225,O,102249.89,1997-10-25,5-LOW,Clerk#000000886,0,ackages are according to the final packages. silent 
2499521,101467,O,188001.19,1997-10-07,2-HIGH,Clerk#000000187,0, ironic deposits wake ca
2908066,24166,O,162052.99,1997-11-06,1-URGENT,Clerk#000000550,0,ly after the doggedly regular deposits. slyly bold depo
3633509,32545,O,263643.36,1997-08-30,1-URGENT,Clerk#000000195,0,final hockey players cajole slyly a
2224742,11164,O,94571.92,1997-12-21,2-HIGH,Clerk#000000788,0,ajole. final foxes sleep quickly final dependenc
2487168,21563,O,330111.49,1997-09-02,5-LOW,Clerk#000000546,0,ccounts after the blithely 
3665926,7408,O,236117.84,1997-11-22,4-NOT SPECIFIED,Clerk#000000675,0,"carefully ironic decoys. never bold deposits nag. bold, iro"
459911,112723,O,88631.82,1997-10-05,2-HIGH,Clerk#000000824,0, should sleep blithely qui
5026471,56990,O,88143.44,1997-09-22,5-LOW,Clerk#000000661,0,egular dolphins wak
5597954,8815,O,278569.44,1997-09-11,3-MEDIUM,Clerk#000000162,0," slyly up the unusual, express d"
5976868,149515,O,294821.63,1997-11-18,5-LOW,Clerk#000000373,0, doze ironic theodolite
4323361,72379,O,247697.02,1997-09-16,5-LOW,Clerk#000000519,0, even instructions cajole blithely from th
4747140,18251,O,153689.79,1997-12-01,2-HIGH,Clerk#000000683,0,", special deposits hang carefully. quickly idle ideas are blithely bl"
4734085,57299,O,262825.33,1997-11-22,5-LOW,Clerk#000000025,0,regular accounts lose fluffily around the sly
4547841,70729,O,109352.38,1997-08-26,4-NOT SPECIFIED,Clerk#000000780,0,efully ironic deposits sleep slyly slyly qu
5470501,128839,O,64224.78,1997-09-13,5-LOW,Clerk#000000300,0," ironic, ironic requ"
964836,55918,O,96773.01,1997-11-13,3-MEDIUM,Clerk#000000066,0,lar forges are carefully blithely final accounts. 
3693122,97919,O,324075.62,1997-09-16,5-LOW,Clerk#000000995,0, slyly alongside of the accounts. fluffily silent pinto bean
1070055,73418,O,73843.12,1997-11-22,1-URGENT,Clerk#000000019,0,gular deposits cajole. blithely blithe pinto beans ha
5328036,113105,O,67580.71,1997-09-30,4-NOT SPECIFIED,Clerk#000000262,0,"ously final, final packages"
1491591,90463,O,147678.40,1997-09-27,1-URGENT,Clerk#000000545,0, blithely even theodolites 
1392706,50860,O,237032.20,1997-11-03,5-LOW,Clerk#000000809,0,le furiously. furiousl
1233378,140158,O,38381.07,1997-10-30,4-NOT SPECIFIED,Clerk#000000663,0,pending packages into the slyly ironi
5857,123007,O,263478.17,1997-11-06,4-NOT SPECIFIED,Clerk#000000267,0,gage blithely. quickly special ac
561575,7375,O,198632.81,1997-12-01,2-HIGH,Clerk#000000032,0,refully special packages. quickly even rea
356417,120499,O,177060.90,1997-10-05,2-HIGH,Clerk#000000216,0,he blithely final accounts wake sl
1005926,109315,O,187990.87,1997-08-25,2-HIGH,Clerk#000000883,0, slyly regular accounts are. blithely pending
1147461,127420,O,297060.27,1997-09-04,5-LOW,Clerk#000000684,0,y ironic dependencies. somas wake. slyly
781441,85795,O,157895.56,1997-11-28,4-NOT SPECIFIED,Clerk#000000839,0,ss asymptotes. carefully final deposits dazzle furiously among the accoun
1151398,55540,O,260033.87,1997-11-22,1-URGENT,Clerk#000000965,0,s. furiously ironic dependencies cajole fluffil
1083747,59230,O,166621.54,1997-10-11,3-MEDIUM,Clerk#000000082,0,t quickly quickly express courts. even 
3081734,43249,O,233778.95,1997-12-25,5-LOW,Clerk#000000348,0,en dependencies hinder in 
4398947,127442,O,135113.04,1997-12-18,5-LOW,Clerk#000000623,0, deposits. blithely final p
4309441,71495,O,120574.37,1997-08-21,3-MEDIUM,Clerk#000000817,0,ly. blithely final packages play fluffily along the bold packages. asymptot
1952199,64180,O,191384.25,1997-10-02,2-HIGH,Clerk#000000319,0,at fluffily after the furiously ironic pinto beans. bo
2010150,141238,O,36110.77,1997-12-04,4-NOT SPECIFIED,Clerk#000000246,0,otes wake furiously carefully bold requests! final instructions caj
5726787,84401,O,165150.78,1997-11-15,5-LOW,Clerk#000000458,0,posits. quickly regular deposits haggle. blithely regular 
2299108,118112,O,195333.54,1997-09-26,1-URGENT,Clerk#000000934,0,ly against the furiously silent deposits. quiet p
3822725,111757,O,125766.70,1997-11-11,4-NOT SPECIFIED,Clerk#000000326,0, platelets. carefully regular t
5526628,26332,O,103574.09,1997-09-04,3-MEDIUM,Clerk#000000009,0,c requests integrate along the furiously final courts. instructions 
4064224,58538,O,118267.35,1997-08-13,1-URGENT,Clerk#000000236,0,riously slyly silent i
4171363,40265,O,173552.75,1997-10-25,2-HIGH,Clerk#000000632,0,lar excuses wake furiously through the ironic forges. caref
4116516,65483,O,253551.02,1997-09-08,1-URGENT,Clerk#000000530,0,ts about the furiously bold 
4726757,85154,O,200671.47,1997-08-26,1-URGENT,Clerk#000000630,0, carefully sly frays a
4604071,30509,O,172736.96,1997-08-24,4-NOT SPECIFIED,Clerk#000000286,0,sly ironic pinto beans al
2490469,99136,O,241966.02,1997-09-29,1-URGENT,Clerk#000000995,0,s use furiously. exp
4939206,50776,O,169214.60,1997-09-06,3-MEDIUM,Clerk#000000352,0,quests engage slow requests! p
2530499,108158,O,97841.81,1997-09-15,5-LOW,Clerk#000000822,0,ly ironic pains serve across the slyly unusual courts. furiously unusua
2446756,84172,O,110826.63,1997-08-20,4-NOT SPECIFIED,Clerk#000000480,0, requests. slyly even accounts are final foxes. regular dolphins haggle regu
2887110,138814,O,28648.60,1997-12-03,2-HIGH,Clerk#000000661,0, the quickly regular requests. ideas sleep beneath the slyly express packages
2524839,17260,O,230888.84,1997-11-30,1-URGENT,Clerk#000000501,0,"quickly ironic deposits sleep furiously silent, regular pinto beans. furious"
3091015,51235,O,153376.63,1997-09-05,3-MEDIUM,Clerk#000000549,0,heodolites-- busily ironic 
3350753,73823,O,174067.65,1997-10-24,4-NOT SPECIFIED,Clerk#000000265,0,sits. regular theodolites are regularly 
2935008,1942,O,113792.29,1997-12-25,4-NOT SPECIFIED,Clerk#000000300,0,. slyly unusual multipliers hinder. theodolites are despite t
4870752,55898,O,430394.99,1997-10-08,5-LOW,Clerk#000000556,0,usly slyly regular frays. sometimes ironic requests 
2666177,68104,O,137662.74,1997-09-21,4-NOT SPECIFIED,Clerk#000000453,0,"excuses alongside of the final, "
1518691,90326,O,188936.69,1997-10-28,3-MEDIUM,Clerk#000000653,0,r stealthy accounts. blithely ironic pla
1731361,28399,O,334823.52,1997-11-17,1-URGENT,Clerk#000000526,0,ts. unusual requests sleep at the regular
3885733,109925,O,73037.21,1997-10-17,5-LOW,Clerk#000000522,0, bold asymptotes. furi
5539811,17063,O,137740.18,1997-10-20,3-MEDIUM,Clerk#000000780,0,re blithely at the special depths
3677667,111451,O,167267.29,1997-10-15,5-LOW,Clerk#000000113,0, the ironic pinto beans: ironic
5693988,39667,O,240073.39,1997-10-26,3-MEDIUM,Clerk#000000133,0,ously against the slyly regular packages.
3714183,76447,O,322187.16,1997-11-03,3-MEDIUM,Clerk#000000576,0,r theodolites are busily ironic foxes. quickly sly requests caj
2071809,47435,O,291240.48,1997-11-06,3-MEDIUM,Clerk#000000185,0,"ckages. unusual, ironic excuses according to the ca"
5820935,116248,O,247541.82,1997-11-03,4-NOT SPECIFIED,Clerk#000000284,0,ffily. packages nod carefully f
2363746,142480,O,307409.72,1997-12-07,4-NOT SPECIFIED,Clerk#000000036,0,luffily at the carefully even packa
2360420,109334,O,150909.78,1997-09-28,4-NOT SPECIFIED,Clerk#000000504,0,"s. bold, regular accounts e"
3891239,3745,O,126945.18,1997-11-16,1-URGENT,Clerk#000000953,0,e blithely ironic theodolites. special hockey players d
2528646,82880,O,163786.10,1997-12-02,4-NOT SPECIFIED,Clerk#000000830,0,"impress ironic, iron"
1141632,136157,O,41992.91,1997-09-21,5-LOW,Clerk#000000893,0,grate slyly carefully even accounts; blithely ironic dependencies a
3164068,84496,O,265623.10,1997-10-03,3-MEDIUM,Clerk#000000904,0,ies doze: carefully regular requests integrate above
2499622,29080,O,145625.36,1997-12-12,3-MEDIUM,Clerk#000000779,0,s asymptotes boost furiously against th
4681986,73393,O,187119.95,1997-09-22,5-LOW,Clerk#000000140,0,y ironic excuses are furiously carefully even dolphins. deposits hinder silent
132352,26392,O,19058.60,1997-10-30,3-MEDIUM,Clerk#000000960,0,sly quick requests. slyly even acc
1565446,105364,O,111344.58,1997-10-20,1-URGENT,Clerk#000000806,0,longside of the blithely final foxes. furiously i
3853027,90736,O,191543.86,1997-09-21,2-HIGH,Clerk#000000566,0,gular requests above the furiousl
4315072,111175,O,8262.59,1997-10-02,1-URGENT,Clerk#000000114,0,regular theodolites use. ironic 
4316071,99079,O,128614.01,1997-11-21,4-NOT SPECIFIED,Clerk#000000703,0,lly ironic pinto beans detect carefully about
2730885,83528,O,35356.30,1997-10-26,3-MEDIUM,Clerk#000000499,0, instructions alongside of the carefully e
2563265,44503,O,237894.92,1997-10-25,4-NOT SPECIFIED,Clerk#000000386,0,"cajole furiously slyly regular dependencies. bold, express as"
5279936,112348,O,113061.45,1997-11-13,3-MEDIUM,Clerk#000000547,0, slyly regular dependencies. carefully final accounts cajole furious
2946501,74885,O,227896.13,1997-09-27,2-HIGH,Clerk#000000832,0,uests above the furiously silent asymptotes wake a
3048384,73256,O,288835.57,1997-09-07,5-LOW,Clerk#000000289,0,"osits are final braids: bold pinto beans sleep furiously express, reg"
3214498,69955,O,151355.02,1997-10-05,2-HIGH,Clerk#000000406,0,ously special theodolit
2462210,137540,O,186384.97,1997-11-20,2-HIGH,Clerk#000000139,0,ccounts would haggle. slyly express
1453028,138964,O,126217.51,1997-09-11,5-LOW,Clerk#000000517,0,deposits are. furiously regular fo
1415072,96764,O,98412.41,1997-09-30,3-MEDIUM,Clerk#000000112,0,among the blithely special packages boost sly
1629219,44836,O,117365.19,1997-10-22,5-LOW,Clerk#000000816,0,tegrate quickly. carefully express packages against the carefully ironic acc
1782784,17548,O,279376.15,1997-11-04,3-MEDIUM,Clerk#000000318,0,aggle closely requests. specia
1613826,56249,O,254641.72,1997-10-30,2-HIGH,Clerk#000000246,0, platelets. furiously blithe patterns haggle final requests. sl
1541472,31405,O,196264.47,1997-10-14,5-LOW,Clerk#000000201,0,l theodolites haggle fluffily. deposits accor
3989955,3358,O,270318.50,1997-09-26,3-MEDIUM,Clerk#000000590,0,y bold ideas boost blithely aga
5703717,20063,O,175687.05,1997-12-01,3-MEDIUM,Clerk#000000310,0,kly. express platelets wake furiously after the i
2176608,116923,O,90426.29,1997-11-19,5-LOW,Clerk#000000424,0, breach carefully. fluffily express pinto beans wake. quick req
2005856,116308,O,228038.11,1997-11-22,2-HIGH,Clerk#000000480,0,fix carefully pending
4087110,31958,O,214971.61,1997-09-08,4-NOT SPECIFIED,Clerk#000000012,0,es thrash braids. carefully bold foxes hinder according to the i
5854534,128288,O,317981.31,1997-08-22,5-LOW,Clerk#000000676,0,ress requests? slyly final requests mold blit
5887911,131126,O,118122.97,1997-10-24,2-HIGH,Clerk#000000886,0,es along the bold requests sleep fluffily care
2357572,53366,O,118638.21,1997-12-13,5-LOW,Clerk#000000617,0,patterns. furiously pending 
4623682,140132,O,168245.98,1997-11-27,5-LOW,Clerk#000000338,0,ously. furiously final accounts nag quickly
2479204,67828,O,129663.20,1997-11-29,3-MEDIUM,Clerk#000000012,0,"ublate after the regular, express packages. even requests detect. quickly sil"
5365572,37705,O,61670.59,1997-09-27,1-URGENT,Clerk#000000515,0,arefully bold theodolites. ironic realm
2952321,115564,O,225677.34,1997-11-13,5-LOW,Clerk#000000960,0,lar theodolites haggle slyly afte
2514851,122308,O,156147.22,1997-12-19,3-MEDIUM,Clerk#000000680,0,carefully ironic accounts after the final deposits wake furiously a
5011777,99950,O,147267.82,1997-12-26,3-MEDIUM,Clerk#000000938,0,ckages unwind alongside of the care
2867076,37730,O,54205.00,1997-10-10,5-LOW,Clerk#000000198,0,ly instructions. even pinto beans haggle 
3173473,44159,O,384045.56,1997-09-19,3-MEDIUM,Clerk#000000293,0,zle. final asymptotes wake furiously. e
3417765,129770,O,132606.44,1997-08-16,2-HIGH,Clerk#000000228,0,f the furiously even the
3175942,148726,O,235652.98,1997-12-21,1-URGENT,Clerk#000000726,0, unusual packages nag fluffily blithely final accounts. fluffily bold
3109700,103319,O,171899.80,1997-10-12,4-NOT SPECIFIED,Clerk#000000761,0,he furiously regular packages wake final a
2669954,130358,O,59315.28,1997-12-17,2-HIGH,Clerk#000000017,0, mold carefully ironic asymptotes. fluffily ironic theodoli
5229734,75253,O,336446.61,1997-11-24,2-HIGH,Clerk#000000821,0,telets. fluffily even excuses detect furiously blithely u
5193441,122818,O,297536.97,1997-10-17,2-HIGH,Clerk#000000340,0,"es detect. unusual deposits wake carefully across the ironic, bold platele"
2532677,38114,O,201855.97,1997-08-24,5-LOW,Clerk#000000435,0,"e blithe, even packages. foxes wake. slyly express accounts at the f"
1742788,23026,O,303311.64,1997-10-16,1-URGENT,Clerk#000000272,0,"egular, final depths. slyl"
1737696,130825,O,320635.96,1997-10-04,4-NOT SPECIFIED,Clerk#000000201,0,ly. accounts use across the unusual deposits. al
1418886,115652,O,266754.86,1997-10-13,3-MEDIUM,Clerk#000000433,0,"y carefully final requests. bold, even foxes haggle slyly furiously "
1491365,136183,O,165547.56,1997-10-29,5-LOW,Clerk#000000631,0, fluffily bold packages. carefully regular frays boo
1438787,49226,O,335548.48,1997-11-20,5-LOW,Clerk#000000955,0,. quickly ironic dependencies across the blithely final r
1749191,119765,O,212011.43,1997-09-02,1-URGENT,Clerk#000000043,0,ructions sleep blithely ideas. f
3624007,100058,O,17016.27,1997-09-05,1-URGENT,Clerk#000000267,0,ular pinto beans. furiously silent ideas sleep regula
188451,136312,O,60956.39,1997-12-11,5-LOW,Clerk#000000022,0," silent, express theodolites. furiously final packag"
5596865,117341,O,218136.25,1997-12-05,3-MEDIUM,Clerk#000000631,0,l courts should have to cajole slyly packages. foxes
2121313,42251,O,126981.49,1997-11-16,3-MEDIUM,Clerk#000000220,0,lly special requests w
5762594,78685,O,105908.80,1997-11-11,2-HIGH,Clerk#000000453,0," final packages. regular, regular at"
59461,69763,O,54461.63,1997-10-15,4-NOT SPECIFIED,Clerk#000000549,0,"e across the regular, final deposits. furiously spec"
2380006,79255,O,215260.20,1997-10-19,2-HIGH,Clerk#000000864,0,"n, stealthy dependencies cajole along the final, special "
2292450,95635,O,182549.90,1997-09-19,1-URGENT,Clerk#000000608,0,"nding requests sleep pending, final theodolites. pending theodol"
5865092,144880,O,249857.10,1997-09-26,3-MEDIUM,Clerk#000000072,0,s. final dugouts boost carefully requests. fluffily even depos
895908,17804,O,176446.46,1997-12-29,2-HIGH,Clerk#000000772,0,ual ideas. asymptotes nag final excuses. regular cour
1169762,110062,O,99282.83,1997-10-24,5-LOW,Clerk#000000819,0,ily unusual theodolites. fluffily regular foxes according to the 
4370307,22834,O,139812.08,1997-12-13,2-HIGH,Clerk#000000097,0,carefully ironic accounts 
5079046,78392,O,123230.11,1997-09-12,2-HIGH,Clerk#000000842,0,ckages into the blithely final 
5213570,127381,O,287257.91,1997-11-16,3-MEDIUM,Clerk#000000794,0,lyly express requests wake. quickly expre
3313122,85535,O,224854.94,1997-09-18,1-URGENT,Clerk#000000332,0,nic excuses. final instructions sleep. blithely silent ideas across the
2449638,12325,O,127477.11,1997-11-27,3-MEDIUM,Clerk#000000733,0,"ar, ironic attainments nag alongside of the special package"
3395970,149803,O,117992.41,1997-09-18,2-HIGH,Clerk#000000965,0,cies above the slyly even theodol
3593057,21536,O,176118.20,1997-11-20,2-HIGH,Clerk#000000598,0,es detect carefully across the ins
5044641,56198,O,136915.50,1997-10-08,3-MEDIUM,Clerk#000000989,0,"e according to the dependencies. unusual, special requests ar"
5151590,70858,O,4859.97,1997-10-06,2-HIGH,Clerk#000000466,0,tructions. accounts about the furiously 
2489154,103609,O,234532.42,1997-10-05,1-URGENT,Clerk#000000812,0,s integrate above the slyly unusual requests. qu
5377060,139912,O,144805.66,1997-09-03,1-URGENT,Clerk#000000818,0, fluffily final instruction
3019399,50284,O,231326.27,1997-12-13,1-URGENT,Clerk#000000836,0,fully silent accounts sleep furi
3278914,59503,O,294674.34,1997-08-30,3-MEDIUM,Clerk#000000935,0,fully idle packages along t
3230439,124786,O,82690.80,1997-10-02,2-HIGH,Clerk#000000180,0,eas boost above the quickly regular theodolites. express ide
2596102,143806,O,260348.00,1997-10-14,2-HIGH,Clerk#000000821,0,he deposits nag quickly among the car
5179299,62600,O,219242.30,1997-11-17,3-MEDIUM,Clerk#000000654,0,st carefully ironic instructions. theodolites haggle slyl
1234880,77413,O,235457.01,1997-10-11,4-NOT SPECIFIED,Clerk#000000229,0,eful theodolites. carefully regular deposits about the carefull
1246951,2725,O,110256.41,1997-12-14,3-MEDIUM,Clerk#000000803,0,l packages hang after the furiously special deposits. fluffily s
1592933,130315,O,6236.33,1997-10-23,5-LOW,Clerk#000000140,0,r dependencies. slyly express excuses cajole blithely packages. ev
1789445,81937,O,83690.95,1997-09-27,4-NOT SPECIFIED,Clerk#000000672,0, fluffily unusual theodolites boost fu
1723554,110045,O,220099.09,1997-09-07,5-LOW,Clerk#000000775,0, carefully. furiously final dolphins nag along the ironic packa
1695815,85240,O,43557.19,1997-08-18,5-LOW,Clerk#000000940,0,olites eat slyly regular deposits-- carefully e
1693767,89722,O,201126.35,1997-12-18,2-HIGH,Clerk#000000017,0,"al ideas nag pending, pending braids. regular, ironic requests "
1400964,6184,O,172819.98,1997-10-13,1-URGENT,Clerk#000000583,0,azzle slyly slyly special forges.
5930822,105751,O,226801.22,1997-11-12,4-NOT SPECIFIED,Clerk#000000647,0,ly across the special deposits
2275840,125755,O,209076.63,1997-10-10,4-NOT SPECIFIED,Clerk#000000895,0,jole among the fluffily 
3965601,85441,O,181086.70,1997-12-04,1-URGENT,Clerk#000000928,0,onically across the slyly ironic platelets. p
5766372,53047,O,228704.88,1997-09-04,1-URGENT,Clerk#000000553,0,"quests haggle slyly according to the blithely regular instructions. ironic, re"
3869671,78217,O,56644.51,1997-09-01,5-LOW,Clerk#000000296,0,ding to the carefully final requests slee
2247297,86666,O,331935.99,1997-11-30,4-NOT SPECIFIED,Clerk#000000133,0,its. furiously ironic requests nag silent war
4106020,114920,O,120834.60,1997-11-05,2-HIGH,Clerk#000000094,0,"final, bold pinto beans are alongside of the regular deposits. accounts "
4357922,145231,O,188612.31,1997-12-22,3-MEDIUM,Clerk#000000121,0,fully final foxes print finally. pending pinto beans boost about the c
4750467,67978,O,149278.02,1997-08-21,3-MEDIUM,Clerk#000000569,0,ans nag around the carefully ironic packages.
4558338,70273,O,290919.29,1997-11-20,4-NOT SPECIFIED,Clerk#000000708,0,ns wake blithely across the silent 
4788608,100534,O,224762.24,1997-11-27,4-NOT SPECIFIED,Clerk#000000794,0,"y. even, regular instructions along the furiously spe"
5176256,139175,O,176110.08,1997-10-01,3-MEDIUM,Clerk#000000016,0,ffily ironic requests. quickly unusual accounts nag p
4824000,76117,O,140804.01,1997-10-01,2-HIGH,Clerk#000000648,0,"side of the regular, ruthless waters. blithe dependencies cajole blithely acr"
5048515,75776,O,86995.57,1997-08-22,2-HIGH,Clerk#000000118,0,ecial packages after the quick requests hinder silently around the 
5035204,145247,O,156046.14,1997-11-30,2-HIGH,Clerk#000000597,0,"cajole carefully final, quiet accounts. bo"
5326755,83668,O,172109.43,1997-10-09,5-LOW,Clerk#000000042,0,e blithely final requests. slyly even theodolites across the pac
5043328,99065,O,190728.09,1997-09-25,1-URGENT,Clerk#000000511,0,s. quickly regular accounts among the blithely sly a
3368962,122119,O,166270.88,1997-10-17,4-NOT SPECIFIED,Clerk#000000323,0,sly pending accounts along the slyly expr
3019008,118274,O,299082.19,1997-09-02,2-HIGH,Clerk#000000293,0,as despite the silent ideas nag furiously after the always special excuses.
1280993,23146,O,107443.10,1997-12-05,5-LOW,Clerk#000000666,0,ally ironic packages. requests accor
1663584,77714,O,294994.66,1997-09-06,1-URGENT,Clerk#000000916,0,ending accounts. express hockey players nag alongside of the ironic 
1570375,95038,O,281214.59,1997-12-21,1-URGENT,Clerk#000000238,0,lly bold requests wake about the platelets. blithely regula
1222247,116737,O,201878.71,1997-08-16,1-URGENT,Clerk#000000841,0,posits sleep. even foxes cajole ca
1712935,46342,O,185125.11,1997-11-12,3-MEDIUM,Clerk#000000288,0,ccounts among the slyly express instructio
443872,27415,O,245380.38,1997-09-12,3-MEDIUM,Clerk#000000748,0,ke furiously. silently unu
