P_PARTKEY,P_NAME,P_MFGR,P_BRAND,P_TYPE,P_SIZE,P_CONTAINER,P_RETAILPRICE,P_COMMENT
10850,tomato maroon medium rose linen,Manufacturer#1,Brand#13,SMALL PLATED STEEL,35,JUMBO PACK,1760.85,us epitaphs. f
137263,mint medium sandy lemon chiffon,Manufacturer#3,Brand#32,LARGE BURNISHED NICKEL,49,SM JAR,1300.26, asympto
177947,cream thistle pink hot dim,Manufacturer#1,Brand#13,SMALL ANODIZED NICKEL,44,MED CAN,2024.94,s. bravely 
69416,honeydew yellow forest pale rose,Manufacturer#4,Brand#45,PROMO ANODIZED TIN,18,WRAP DRUM,1385.41, permanent
125320,blue magenta rosy sky red,Manufacturer#1,Brand#12,PROMO BRUSHED STEEL,4,MED BAG,1345.32,y even pinto b
141209,dodger seashell puff magenta burlywood,Manufacturer#4,Brand#45,MEDIUM BURNISHED STEEL,3,MED JAR,1250.20, silent
114322,seashell light chocolate tan white,Manufacturer#1,Brand#12,SMALL BURNISHED TIN,27,MED DRUM,1336.32,quests caj
100621,lime drab blanched tan wheat,Manufacturer#3,Brand#35,PROMO POLISHED TIN,40,LG CAN,1621.62,press packages haggl
93164,peach coral lawn spring royal,Manufacturer#1,Brand#11,LARGE POLISHED COPPER,8,MED PACK,1157.16,requests cajole ste
144664,ghost grey cornflower peach firebrick,Manufacturer#2,Brand#22,LARGE BURNISHED STEEL,33,JUMBO JAR,1708.66,. blithely
80186,peach cyan lace violet yellow,Manufacturer#3,Brand#32,ECONOMY POLISHED NICKEL,20,JUMBO DRUM,1166.18,ully acr
1336,hot navajo peach orange chiffon,Manufacturer#5,Brand#55,STANDARD ANODIZED STEEL,42,JUMBO CAN,1237.33, slyly even pac
85331,white deep blush red sienna,Manufacturer#3,Brand#34,ECONOMY PLATED STEEL,28,JUMBO CASE,1316.33,nic pinto bea
115501,wheat aquamarine ivory linen white,Manufacturer#5,Brand#52,PROMO BRUSHED COPPER,24,MED JAR,1516.50," daring, regular ac"
61678,olive pink dodger goldenrod green,Manufacturer#2,Brand#25,LARGE PLATED COPPER,27,MED BOX,1639.67,usly carefully special
3001,powder wheat blush gainsboro saddle,Manufacturer#1,Brand#13,PROMO POLISHED TIN,36,MED CAN,904.00,fily. sly
38588,purple almond floral cornsilk moccasin,Manufacturer#4,Brand#41,ECONOMY BRUSHED STEEL,46,LG CASE,1526.58,ounts sleep
156474,olive light lavender slate rosy,Manufacturer#4,Brand#43,PROMO PLATED STEEL,1,JUMBO CASE,1530.47, furiously regular 
166346,steel spring lawn white thistle,Manufacturer#5,Brand#53,PROMO BURNISHED BRASS,41,SM JAR,1412.34,structi
108852,metallic medium aquamarine burlywood dark,Manufacturer#5,Brand#55,STANDARD PLATED NICKEL,34,WRAP PACK,1860.85,ages along th
66370,powder burlywood light thistle steel,Manufacturer#4,Brand#45,SMALL BRUSHED TIN,34,LG DRUM,1336.37,usly even the
120693,misty snow forest spring khaki,Manufacturer#4,Brand#44,MEDIUM PLATED STEEL,44,MED CASE,1713.69,fully f
94481,forest orchid royal chartreuse almond,Manufacturer#4,Brand#41,STANDARD ANODIZED TIN,6,MED CASE,1475.48,side of t
114981,bisque slate puff plum dodger,Manufacturer#3,Brand#31,STANDARD ANODIZED STEEL,13,MED JAR,1995.98,uickl
181183,maroon dim cornflower chocolate lawn,Manufacturer#3,Brand#32,LARGE POLISHED BRASS,37,MED PKG,1264.18,eodolites are accord
144479,magenta goldenrod medium sandy chartreuse,Manufacturer#4,Brand#41,STANDARD BURNISHED STEEL,39,SM CASE,1523.47,fily fin
9711,rosy wheat frosted aquamarine cornflower,Manufacturer#2,Brand#21,LARGE PLATED COPPER,38,WRAP JAR,1620.71,l dolphins haggle fluf
92192,steel orange burnished tomato yellow,Manufacturer#2,Brand#24,PROMO BRUSHED BRASS,45,JUMBO JAR,1184.19, entic
56298,wheat seashell chartreuse orange antique,Manufacturer#4,Brand#43,PROMO POLISHED BRASS,32,JUMBO PKG,1254.29,furiously fina
122175,goldenrod burlywood violet sienna orchid,Manufacturer#4,Brand#41,MEDIUM BRUSHED STEEL,7,SM PKG,1197.17,ironic deposits. qu
17839,brown chartreuse tan peach navy,Manufacturer#2,Brand#23,LARGE ANODIZED COPPER,2,WRAP CASE,1756.83,quickly unusual r
186014,forest rosy deep lime white,Manufacturer#5,Brand#53,SMALL BRUSHED TIN,2,JUMBO JAR,1100.01,epitaphs run q
36196,aquamarine cream tomato peru ivory,Manufacturer#3,Brand#34,ECONOMY ANODIZED TIN,5,MED PKG,1132.19, theodolites
1612,rose thistle ghost snow burlywood,Manufacturer#2,Brand#21,ECONOMY BURNISHED TIN,29,LG CASE,1513.61,"ccounts. special, slo"
121010,cyan black mint salmon aquamarine,Manufacturer#4,Brand#44,LARGE POLISHED BRASS,23,LG JAR,1031.01,ses use. ironic
6844,cyan chiffon orchid plum rose,Manufacturer#2,Brand#22,LARGE POLISHED TIN,49,SM CAN,1750.84,ess deposits sleep 
186809,peach ivory salmon aquamarine chiffon,Manufacturer#1,Brand#15,LARGE ANODIZED BRASS,47,JUMBO CASE,1895.80,fully regular epitaphs
23450,royal rosy orchid blush olive,Manufacturer#5,Brand#53,ECONOMY ANODIZED NICKEL,22,SM JAR,1373.45,es haggle ca
61589,rosy blanched rose linen slate,Manufacturer#4,Brand#43,PROMO BRUSHED COPPER,7,SM BAG,1550.58,g furious
112428,purple white brown olive saddle,Manufacturer#2,Brand#25,PROMO POLISHED NICKEL,18,WRAP CAN,1440.42,ly pending accounts 
7440,peru white royal tan sandy,Manufacturer#2,Brand#22,SMALL BURNISHED NICKEL,12,MED BAG,1347.44,around the caref
191414,cornsilk khaki almond dodger blanched,Manufacturer#5,Brand#51,LARGE BRUSHED BRASS,19,SM CASE,1505.41,es. blithely fin
184208,red goldenrod dim cornsilk pale,Manufacturer#4,Brand#45,MEDIUM ANODIZED COPPER,50,WRAP JAR,1292.20,sts across t
93776,gainsboro magenta orange rosy floral,Manufacturer#1,Brand#11,LARGE POLISHED BRASS,33,JUMBO DRUM,1769.77,re. blithely
20990,royal magenta almond metallic ghost,Manufacturer#4,Brand#43,STANDARD ANODIZED STEEL,17,LG JAR,1910.99,le alon
2706,papaya chartreuse salmon pink coral,Manufacturer#5,Brand#52,ECONOMY PLATED NICKEL,43,WRAP BOX,1608.70,ly against the furious
182475,chartreuse misty indian brown yellow,Manufacturer#1,Brand#14,MEDIUM POLISHED NICKEL,26,SM CASE,1557.47,e of the blithel
110266,saddle turquoise forest spring green,Manufacturer#4,Brand#41,PROMO BURNISHED BRASS,41,SM BOX,1276.26,uctions wake. fu
84335,lemon pale wheat salmon yellow,Manufacturer#5,Brand#52,MEDIUM ANODIZED BRASS,3,WRAP DRUM,1319.33,efully bold 
199896,peach orange green rosy lace,Manufacturer#5,Brand#55,SMALL PLATED NICKEL,48,SM BOX,1995.89,foxes. slyly special 
180267,lavender brown sienna papaya floral,Manufacturer#2,Brand#25,SMALL POLISHED STEEL,14,MED JAR,1347.26,ke blithe
92595,aquamarine sky dim chartreuse chiffon,Manufacturer#1,Brand#13,SMALL BRUSHED NICKEL,22,WRAP PACK,1587.59,ites. sl
129615,white cyan lime almond moccasin,Manufacturer#1,Brand#11,LARGE ANODIZED TIN,23,JUMBO BOX,1644.61,kly. slyly final
68780,beige cornsilk medium dark white,Manufacturer#1,Brand#15,SMALL BURNISHED BRASS,32,MED PACK,1748.78,es. f
68651,drab burnished peach purple papaya,Manufacturer#4,Brand#45,MEDIUM ANODIZED BRASS,26,MED DRUM,1619.65,thely fin
130347,slate sienna pink powder sky,Manufacturer#4,Brand#43,ECONOMY ANODIZED NICKEL,10,WRAP JAR,1377.34,ss accounts sleep slyl
183895,black blue steel cornflower olive,Manufacturer#5,Brand#51,PROMO BRUSHED NICKEL,5,WRAP PACK,1978.89,sly bold a
102268,maroon sandy yellow navy indian,Manufacturer#1,Brand#11,PROMO ANODIZED TIN,2,WRAP BAG,1270.26,es nag slyly 
89703,cream olive thistle dim cornsilk,Manufacturer#1,Brand#13,STANDARD BURNISHED NICKEL,36,WRAP CASE,1692.70,ular notornis sleep al
116710,smoke forest lemon peru tan,Manufacturer#3,Brand#31,ECONOMY ANODIZED NICKEL,44,SM DRUM,1726.71,ns haggle fluffily p
77388,light smoke frosted coral rosy,Manufacturer#5,Brand#51,PROMO PLATED TIN,6,SM BOX,1365.38,hy reque
114398,medium olive cream lawn steel,Manufacturer#4,Brand#44,LARGE PLATED NICKEL,5,LG BAG,1412.39, regularly r
45048,rose forest mint magenta floral,Manufacturer#5,Brand#52,ECONOMY PLATED BRASS,18,MED BAG,993.04,s use quickl
140397,navajo rosy azure antique sienna,Manufacturer#5,Brand#55,MEDIUM POLISHED BRASS,3,JUMBO DRUM,1437.39,f the p
154223,violet burlywood red cornsilk dodger,Manufacturer#1,Brand#12,STANDARD PLATED COPPER,27,SM JAR,1277.22,uests. spec
89717,rosy navy lime black bisque,Manufacturer#3,Brand#35,ECONOMY BURNISHED TIN,38,LG CAN,1706.71,pecial acc
21580,goldenrod smoke black lemon navy,Manufacturer#3,Brand#31,LARGE ANODIZED NICKEL,5,SM PKG,1501.58, nag furiousl
23425,misty purple floral coral seashell,Manufacturer#2,Brand#25,SMALL BURNISHED STEEL,14,LG CAN,1348.42,ng foxes doubt furiou
139533,wheat sky orange chiffon salmon,Manufacturer#1,Brand#15,ECONOMY BRUSHED BRASS,4,MED BOX,1572.53,ntegrate. furiously 
157416,grey pink peach blush wheat,Manufacturer#1,Brand#13,ECONOMY POLISHED STEEL,5,MED JAR,1473.41,foxes. slyly bold 
97616,firebrick lemon purple tomato aquamarine,Manufacturer#5,Brand#54,MEDIUM BURNISHED COPPER,42,JUMBO JAR,1613.61,s detect blith
37382,metallic papaya powder olive lace,Manufacturer#2,Brand#23,SMALL POLISHED TIN,3,MED BAG,1319.38,ach slyly special 
160313,steel white cream misty cornsilk,Manufacturer#5,Brand#55,MEDIUM PLATED TIN,19,WRAP PKG,1373.31,its wake b
154775,ivory black magenta sandy lemon,Manufacturer#5,Brand#52,SMALL BRUSHED STEEL,45,SM CAN,1829.77,accounts. slyly ir
142238,cream khaki goldenrod white ivory,Manufacturer#2,Brand#24,STANDARD BRUSHED STEEL,12,JUMBO JAR,1280.23,cial foxes. regu
171736,slate peru violet plum orchid,Manufacturer#3,Brand#33,SMALL BURNISHED COPPER,48,LG JAR,1807.73,ounts. carefully regul
105621,deep turquoise chiffon azure seashell,Manufacturer#2,Brand#23,ECONOMY PLATED STEEL,14,MED BOX,1626.62,thely ideas
123807,hot yellow misty tan rose,Manufacturer#3,Brand#33,ECONOMY BURNISHED STEEL,36,WRAP BAG,1830.80,uick fo
178557,spring metallic lawn antique purple,Manufacturer#4,Brand#43,SMALL ANODIZED BRASS,47,JUMBO BAG,1635.55,lyly along t
185545,drab sienna wheat almond beige,Manufacturer#3,Brand#31,PROMO PLATED TIN,35,LG PKG,1630.54,"even, special accoun"
87188,ivory lace forest peach deep,Manufacturer#5,Brand#52,SMALL PLATED BRASS,42,MED CAN,1175.18,kly blithely fi
162195,deep rosy spring purple floral,Manufacturer#3,Brand#35,MEDIUM BRUSHED COPPER,47,WRAP BAG,1257.19,y idle plat
172243,gainsboro mint green blue lemon,Manufacturer#2,Brand#24,MEDIUM BURNISHED TIN,30,MED DRUM,1315.24,xes c
125922,sandy midnight cornsilk deep burnished,Manufacturer#3,Brand#34,MEDIUM PLATED TIN,36,SM CAN,1947.92,grate 
111156,firebrick sandy violet dark peru,Manufacturer#1,Brand#15,MEDIUM POLISHED BRASS,30,JUMBO PACK,1167.15,excuses. quickly final
67677,ivory metallic turquoise pink linen,Manufacturer#3,Brand#31,PROMO BURNISHED STEEL,30,WRAP CAN,1644.67,deas slee
190861,white dim black linen salmon,Manufacturer#1,Brand#12,ECONOMY BURNISHED COPPER,10,JUMBO PKG,1951.86,riously dogged a
44900,navy cyan firebrick peru turquoise,Manufacturer#5,Brand#53,LARGE PLATED TIN,43,SM DRUM,1844.90,totes haggle 
14383,dodger cornsilk floral light pink,Manufacturer#1,Brand#11,STANDARD BRUSHED STEEL,18,MED PACK,1297.38,usly eve
186092,rose grey almond saddle lace,Manufacturer#5,Brand#54,ECONOMY ANODIZED STEEL,28,LG BOX,1178.09,eans. somas 
169484,wheat frosted dim metallic midnight,Manufacturer#2,Brand#21,ECONOMY BURNISHED NICKEL,44,SM BOX,1553.48,xes about 
130560,seashell saddle lace indian snow,Manufacturer#1,Brand#11,LARGE PLATED COPPER,17,JUMBO DRUM,1590.56,pinto beans nod car
76490,blush olive khaki coral sky,Manufacturer#3,Brand#33,LARGE BRUSHED STEEL,12,LG DRUM,1466.49,ges. q
189907,black cornsilk midnight navajo steel,Manufacturer#4,Brand#41,STANDARD POLISHED NICKEL,36,MED JAR,1996.90, deposits slee
183280,yellow burnished almond misty medium,Manufacturer#3,Brand#34,STANDARD POLISHED COPPER,18,JUMBO PKG,1363.28,ily ruthl
164242,moccasin tan sky ghost snow,Manufacturer#2,Brand#22,STANDARD BRUSHED TIN,18,MED CASE,1306.24,eposits. re
139213,midnight turquoise cornflower cyan lawn,Manufacturer#3,Brand#32,LARGE BRUSHED TIN,40,LG JAR,1252.21,furiously
37934,yellow saddle salmon antique ghost,Manufacturer#4,Brand#45,MEDIUM ANODIZED COPPER,1,WRAP DRUM,1871.93,into bea
137292,tomato medium black navajo indian,Manufacturer#2,Brand#24,MEDIUM BRUSHED NICKEL,16,JUMBO BOX,1329.29, regular 
12925,wheat linen seashell pale dark,Manufacturer#2,Brand#22,MEDIUM POLISHED TIN,44,SM CAN,1837.92,he iro
91798,white drab papaya salmon pale,Manufacturer#1,Brand#15,LARGE BURNISHED COPPER,30,WRAP BAG,1789.79,ruction
108018,slate gainsboro beige goldenrod dark,Manufacturer#2,Brand#23,SMALL BRUSHED BRASS,48,LG DRUM,1026.01,er the furiously pendi
50357,powder floral forest magenta moccasin,Manufacturer#3,Brand#33,SMALL ANODIZED BRASS,9,JUMBO CASE,1307.35,ests. fl
99778,dark royal blush firebrick sky,Manufacturer#1,Brand#13,ECONOMY PLATED TIN,10,JUMBO BOX,1777.77,nts. furiously regula
112253,lace dark tan papaya thistle,Manufacturer#5,Brand#52,PROMO PLATED NICKEL,5,MED CASE,1265.25,totes are slyl
45441,peach burnished ivory rosy brown,Manufacturer#2,Brand#22,ECONOMY ANODIZED BRASS,7,WRAP PKG,1386.44,ourts. iro
178609,dark peru slate rose grey,Manufacturer#3,Brand#35,STANDARD BURNISHED TIN,35,WRAP JAR,1687.60,furiously aft
106175,powder black sandy green honeydew,Manufacturer#5,Brand#51,PROMO ANODIZED STEEL,5,MED BOX,1181.17,ely furious
186828,plum orchid steel tomato black,Manufacturer#4,Brand#42,MEDIUM PLATED STEEL,6,MED DRUM,1914.82,ar instructi
57641,spring black salmon orchid royal,Manufacturer#3,Brand#35,PROMO ANODIZED TIN,26,SM CAN,1598.64, fluffil
26303,seashell mint maroon violet rose,Manufacturer#2,Brand#23,SMALL BRUSHED TIN,23,JUMBO BOX,1229.30,ly even acc
164575,blush deep lavender mint moccasin,Manufacturer#4,Brand#45,ECONOMY BRUSHED BRASS,7,LG JAR,1639.57,yly final requests.
3387,drab chiffon aquamarine linen metallic,Manufacturer#4,Brand#41,MEDIUM BRUSHED NICKEL,47,MED CASE,1290.38,ely final 
46630,blanched moccasin peru metallic lace,Manufacturer#3,Brand#34,MEDIUM ANODIZED NICKEL,21,LG JAR,1576.63,al packa
127826,lace floral purple light antique,Manufacturer#5,Brand#55,ECONOMY PLATED NICKEL,21,SM BAG,1853.82,ep. accounts wake ac
58889,blanched lime salmon saddle medium,Manufacturer#1,Brand#11,PROMO PLATED TIN,42,WRAP BOX,1847.88,to beans. 
142244,blanched rosy chocolate navy chartreuse,Manufacturer#5,Brand#54,PROMO PLATED BRASS,37,JUMBO PACK,1286.24,de of th
136248,magenta green firebrick moccasin blue,Manufacturer#5,Brand#54,LARGE PLATED NICKEL,40,SM BAG,1284.24,tect furiously care
109878,pale cream ghost linen sky,Manufacturer#2,Brand#23,LARGE POLISHED BRASS,29,MED CASE,1887.87,ever. 
57777,olive floral gainsboro puff blanched,Manufacturer#5,Brand#55,MEDIUM BURNISHED TIN,20,MED BAG,1734.77,. carefully s
23598,medium mint thistle bisque indian,Manufacturer#5,Brand#53,STANDARD POLISHED STEEL,6,SM JAR,1521.59,s use furiously alo
50687,indian brown navajo thistle blanched,Manufacturer#2,Brand#25,LARGE PLATED COPPER,25,WRAP BAG,1637.68,pecial
162532,blush grey lace white firebrick,Manufacturer#5,Brand#51,MEDIUM POLISHED COPPER,21,LG BAG,1594.53,ironic pack
184006,snow brown lawn chiffon midnight,Manufacturer#5,Brand#54,SMALL POLISHED COPPER,10,MED BOX,1090.00,aggle. fluffi
105628,midnight mint metallic maroon deep,Manufacturer#1,Brand#15,SMALL ANODIZED TIN,5,MED PKG,1633.62,ructio
66224,frosted dark tan white saddle,Manufacturer#3,Brand#31,SMALL BURNISHED COPPER,49,WRAP CASE,1190.22,lithe
132259,misty light snow indian dodger,Manufacturer#1,Brand#13,LARGE BURNISHED BRASS,31,JUMBO PACK,1291.25,thrash quickly final t
120613,coral ghost cornsilk papaya lavender,Manufacturer#4,Brand#44,MEDIUM POLISHED COPPER,48,JUMBO CASE,1633.61,eposits nag sly
21200,chocolate orange royal coral smoke,Manufacturer#5,Brand#51,MEDIUM BURNISHED NICKEL,37,LG JAR,1121.20,kly clos
49529,cream olive cornflower cornsilk azure,Manufacturer#3,Brand#34,ECONOMY POLISHED BRASS,16,WRAP BAG,1478.52,blithely b
93042,burnished chocolate deep burlywood mint,Manufacturer#2,Brand#23,MEDIUM POLISHED STEEL,26,LG BAG,1035.04,counts. carefully iron
43315,lace cyan sky tomato honeydew,Manufacturer#5,Brand#55,ECONOMY ANODIZED COPPER,30,SM JAR,1258.31,regula
116597,blue brown sienna peru sandy,Manufacturer#4,Brand#44,PROMO PLATED NICKEL,28,SM BAG,1613.59,"ending, final "
68933,dodger thistle antique powder violet,Manufacturer#1,Brand#14,LARGE BRUSHED BRASS,43,MED PACK,1901.93, final dolphins
94341,cream frosted cornsilk white goldenrod,Manufacturer#4,Brand#45,PROMO PLATED TIN,50,MED DRUM,1335.34, blithely specia
83526,white seashell cornsilk yellow navajo,Manufacturer#2,Brand#21,PROMO PLATED COPPER,40,WRAP CAN,1509.52,excuses haggle c
67790,red cream ivory pale smoke,Manufacturer#1,Brand#13,STANDARD POLISHED NICKEL,2,LG JAR,1757.79,jole quickly. blithely
94921,antique chocolate chiffon slate powder,Manufacturer#3,Brand#31,PROMO ANODIZED TIN,1,MED CASE,1915.92,pearls haggle
144521,cream royal goldenrod papaya smoke,Manufacturer#1,Brand#15,PROMO ANODIZED NICKEL,36,LG JAR,1565.52,ckly regular deposi
166507,puff navy magenta black grey,Manufacturer#5,Brand#51,MEDIUM PLATED TIN,15,SM BAG,1573.50,final dolphins integra
140708,drab black hot lime olive,Manufacturer#2,Brand#21,ECONOMY BURNISHED STEEL,32,SM PACK,1748.70,er car
86503,steel coral hot goldenrod purple,Manufacturer#5,Brand#55,ECONOMY ANODIZED NICKEL,5,WRAP PKG,1489.50,e furiously a
32019,turquoise dim forest midnight navy,Manufacturer#4,Brand#43,SMALL PLATED TIN,8,WRAP PACK,951.01,lowly unusual pinto
105645,powder white orange purple honeydew,Manufacturer#2,Brand#25,MEDIUM PLATED NICKEL,39,SM CASE,1650.64,ests sl
144988,goldenrod blanched seashell navy lace,Manufacturer#1,Brand#12,PROMO ANODIZED NICKEL,50,MED PACK,2032.98,quickly fluffi
26343,green tan moccasin chiffon almond,Manufacturer#4,Brand#44,ECONOMY ANODIZED STEEL,43,JUMBO BOX,1269.34,ep fl
65085,peach cornsilk yellow cyan orchid,Manufacturer#1,Brand#13,SMALL BURNISHED NICKEL,2,SM BOX,1050.08,ly silent p
68093,blue tan powder almond light,Manufacturer#3,Brand#31,LARGE POLISHED COPPER,26,JUMBO PACK,1061.09,egular instructi
147886,blanched pale moccasin dodger drab,Manufacturer#5,Brand#54,SMALL POLISHED STEEL,11,SM PKG,1933.88,gle. even platele
118271,misty navajo light seashell moccasin,Manufacturer#5,Brand#53,STANDARD BURNISHED NICKEL,37,WRAP CAN,1289.27, the fu
131563,plum chocolate rose green salmon,Manufacturer#4,Brand#42,MEDIUM PLATED TIN,9,LG BAG,1594.56,ly. bold reque
35193,sienna dodger pink deep moccasin,Manufacturer#1,Brand#13,LARGE PLATED COPPER,12,LG PACK,1128.19,s. care
159042,wheat dark violet sky forest,Manufacturer#5,Brand#52,STANDARD BRUSHED COPPER,39,SM DRUM,1101.04,ularly bold escapades.
54367,orange dodger violet rosy royal,Manufacturer#2,Brand#23,SMALL BRUSHED BRASS,25,LG CASE,1321.36,riously iron
187689,almond rosy orange slate firebrick,Manufacturer#4,Brand#41,ECONOMY PLATED NICKEL,24,LG DRUM,1776.68,ending 
156539,chocolate cyan forest navy orchid,Manufacturer#3,Brand#35,LARGE PLATED STEEL,11,JUMBO BAG,1595.53,eas use blithe
194652,lace indian antique ghost chiffon,Manufacturer#3,Brand#32,MEDIUM BRUSHED BRASS,43,LG BAG,1746.65,s haggle
127835,orchid frosted violet navy mint,Manufacturer#1,Brand#13,LARGE POLISHED TIN,42,LG BOX,1862.83,ly regular de
123116,royal coral turquoise burnished chiffon,Manufacturer#2,Brand#25,LARGE POLISHED STEEL,7,SM DRUM,1139.11,"y accounts. even, "
34269,green lawn puff blue firebrick,Manufacturer#5,Brand#55,STANDARD PLATED STEEL,43,SM DRUM,1203.26, bold foxes will boost
151086,rose lawn lemon orange firebrick,Manufacturer#5,Brand#53,ECONOMY POLISHED COPPER,36,LG PKG,1137.08,ajole in place of th
58867,rose light khaki frosted maroon,Manufacturer#2,Brand#21,SMALL BRUSHED STEEL,26,SM DRUM,1825.86,ely against
177308,smoke aquamarine green frosted mint,Manufacturer#2,Brand#25,PROMO BURNISHED COPPER,36,JUMBO PKG,1385.30,arefully even 
179648,ghost puff forest goldenrod antique,Manufacturer#2,Brand#24,LARGE ANODIZED COPPER,23,SM DRUM,1727.64,oost after the de
56540,sienna tomato ivory dodger lavender,Manufacturer#4,Brand#43,PROMO BRUSHED NICKEL,1,WRAP CAN,1496.54,y about the s
130807,honeydew gainsboro mint sky orchid,Manufacturer#4,Brand#44,STANDARD ANODIZED NICKEL,10,JUMBO BAG,1837.80, instructions? bli
136946,orchid gainsboro grey dim magenta,Manufacturer#4,Brand#41,STANDARD BURNISHED NICKEL,33,JUMBO BAG,1982.94,regularly ab
167673,navajo salmon olive rose turquoise,Manufacturer#4,Brand#44,LARGE POLISHED NICKEL,27,SM PACK,1740.67,xes detect blit
24336,firebrick cream honeydew sienna purple,Manufacturer#5,Brand#53,MEDIUM BRUSHED STEEL,10,WRAP CASE,1260.33,sual theodolites a
3104,rosy snow drab beige turquoise,Manufacturer#2,Brand#23,PROMO BURNISHED TIN,7,SM BOX,1007.10,ost sly
38953,blush dim navy burlywood cyan,Manufacturer#1,Brand#12,PROMO BURNISHED NICKEL,20,JUMBO CASE,1891.95,uses. fluffily exp
148744,mint burnished coral aquamarine floral,Manufacturer#4,Brand#43,PROMO ANODIZED STEEL,12,SM JAR,1792.74,al requests. fur
140758,royal deep lawn peach steel,Manufacturer#2,Brand#23,PROMO PLATED COPPER,47,LG CAN,1798.75, pinto bea
182326,white navajo sandy forest hot,Manufacturer#1,Brand#11,SMALL PLATED NICKEL,16,WRAP PKG,1408.32,fix furiously. slyl
36811,ghost orange magenta tan red,Manufacturer#2,Brand#23,LARGE PLATED BRASS,22,SM CASE,1747.81,"inal, final packa"
103119,pale white tan coral steel,Manufacturer#1,Brand#13,LARGE PLATED COPPER,41,WRAP BOX,1122.11,furiously above th
21891,moccasin white dark metallic khaki,Manufacturer#5,Brand#55,PROMO BURNISHED STEEL,40,JUMBO BOX,1812.89,ronic
142267,lace green burnished red maroon,Manufacturer#3,Brand#33,STANDARD ANODIZED BRASS,34,MED PKG,1309.26,the blithely pendin
52077,forest midnight floral powder white,Manufacturer#1,Brand#15,MEDIUM BURNISHED BRASS,1,SM JAR,1029.07,ecial p
130636,honeydew floral cornflower grey sky,Manufacturer#4,Brand#42,MEDIUM PLATED NICKEL,9,SM PACK,1666.63, detect af
154350,saddle green lemon magenta lime,Manufacturer#1,Brand#14,PROMO ANODIZED TIN,28,MED PKG,1404.35,"e of the ironic, bold"
41765,goldenrod green powder royal mint,Manufacturer#5,Brand#53,PROMO POLISHED NICKEL,26,WRAP BAG,1706.76,the fluffily u
114759,peach cream lawn dim steel,Manufacturer#2,Brand#24,SMALL BURNISHED COPPER,8,WRAP DRUM,1773.75, special theodo
66630,beige drab navajo lavender saddle,Manufacturer#4,Brand#42,PROMO BURNISHED TIN,28,MED BOX,1596.63,ackages n
149006,orange wheat burlywood puff yellow,Manufacturer#3,Brand#33,STANDARD PLATED TIN,12,MED BOX,1055.00,uction
140800,spring tan royal antique wheat,Manufacturer#1,Brand#15,STANDARD PLATED STEEL,18,SM BOX,1840.80,packages
172669,midnight yellow lime almond misty,Manufacturer#3,Brand#32,PROMO PLATED NICKEL,26,JUMBO JAR,1741.66,quickly pending pint
135493,violet forest hot wheat burnished,Manufacturer#2,Brand#25,STANDARD POLISHED COPPER,25,WRAP PACK,1528.49,with the reg
149598,peach lawn snow floral orange,Manufacturer#4,Brand#43,STANDARD ANODIZED NICKEL,16,WRAP BAG,1647.59,. furiously pending 
2643,maroon forest deep pink dim,Manufacturer#4,Brand#41,MEDIUM BRUSHED COPPER,2,SM BAG,1545.64,ely. carefully pend
128033,indian blanched chartreuse lavender dark,Manufacturer#1,Brand#14,LARGE ANODIZED STEEL,27,WRAP PACK,1061.03, dolphin
193956,chartreuse burnished floral blush cornflower,Manufacturer#4,Brand#43,STANDARD BURNISHED BRASS,44,SM PKG,2049.95,efully pendin
111504,white cornsilk honeydew metallic bisque,Manufacturer#4,Brand#42,LARGE BRUSHED STEEL,40,WRAP BOX,1515.50, pending
10030,plum saddle chiffon lime deep,Manufacturer#2,Brand#21,ECONOMY PLATED COPPER,35,SM PACK,940.03,onic accounts use fur
24459,chiffon cream aquamarine dark rosy,Manufacturer#1,Brand#12,PROMO PLATED STEEL,9,WRAP CAN,1383.45,s. speci
160352,blush khaki sienna gainsboro orange,Manufacturer#4,Brand#45,MEDIUM ANODIZED TIN,12,LG CAN,1412.35,r deposits haggl
134113,lavender beige honeydew mint indian,Manufacturer#3,Brand#35,ECONOMY ANODIZED COPPER,24,MED PACK,1147.11,requests use abo
199057,blush dodger beige sandy aquamarine,Manufacturer#2,Brand#21,PROMO ANODIZED COPPER,38,MED PACK,1156.05, detect quickly. bli
82372,burnished spring peru moccasin peach,Manufacturer#4,Brand#45,LARGE BURNISHED STEEL,18,LG PACK,1354.37,uriou
78269,metallic violet linen sienna light,Manufacturer#3,Brand#34,MEDIUM ANODIZED BRASS,3,MED CASE,1247.26,egular theodolite
164208,sky salmon gainsboro pink magenta,Manufacturer#3,Brand#31,LARGE BRUSHED NICKEL,48,SM CASE,1272.20,fully regular the
157929,midnight blue firebrick bisque violet,Manufacturer#2,Brand#21,ECONOMY PLATED STEEL,11,MED PACK,1986.92,eans. special
125795,moccasin lace antique rosy olive,Manufacturer#1,Brand#13,SMALL BURNISHED COPPER,34,JUMBO BAG,1820.79,s wake ca
13612,powder drab red saddle burnished,Manufacturer#1,Brand#11,ECONOMY PLATED TIN,22,WRAP CAN,1525.61,ronic wate
63066,lace navy chocolate indian floral,Manufacturer#4,Brand#44,LARGE ANODIZED TIN,14,MED PKG,1029.06,ly final pa
