L_ORDERKEY,L_PARTKEY,L_SUPPKEY,L_LINENUMBER,L_QUANTITY,L_EXTENDEDPRICE,L_DISCOUNT,L_TAX,L_RETURNFLAG,L_LINESTATUS,L_SHIPDATE,L_COMMITDATE,L_RECEIPTDATE,L_SHIPINSTRUCT,L_SHIPMODE,L_COMMENT
4512356,859,5860,1,42.00,73913.70,0.10,0.01,N,O,1997-12-27,1998-02-05,1998-01-02,COLLECT COD,REG AIR,uickly regular asymptotes. quick
4279648,21794,9301,4,5.00,8578.95,0.01,0.01,N,O,1997-12-16,1998-01-29,1998-01-02,DELIVER IN PERSON,FOB,l pinto beans 
5043685,165234,2783,1,14.00,18189.22,0.08,0.07,N,O,1997-12-20,1997-11-16,1998-01-02,NONE,AIR,ously ironic foxe
4876869,169914,7463,1,21.00,41662.11,0.05,0.00,N,O,1997-12-22,1997-10-23,1998-01-02,TAKE BACK RETURN,SHIP,ar packages above the ca
623840,199715,9716,2,34.00,61700.14,0.06,0.03,N,O,1997-12-18,1998-01-24,1998-01-02,TAKE BACK RETURN,AIR,. quickly pending packages 
647328,143957,1500,3,33.00,66031.35,0.06,0.04,N,O,1997-12-15,1998-01-29,1998-01-02,DELIVER IN PERSON,TRUCK,"x among the pending, fina"
834659,165027,5028,7,27.00,29484.54,0.01,0.04,N,O,1997-12-17,1997-12-18,1998-01-02,COLLECT COD,TRUCK,e furiously express
4858851,51058,3564,3,14.00,14126.70,0.07,0.02,N,O,1997-12-31,1997-11-01,1998-01-02,DELIVER IN PERSON,FOB,r the careful
4812869,80149,5166,2,45.00,50811.30,0.05,0.00,N,O,1997-12-20,1998-01-13,1998-01-02,NONE,RAIL,"refully even, unusual packages: enticing, r"
5318146,46921,9426,2,23.00,42962.16,0.08,0.05,N,O,1997-12-15,1997-11-07,1998-01-02,DELIVER IN PERSON,RAIL,al deposits. b
5350372,187973,492,2,26.00,53585.22,0.06,0.05,N,O,1997-12-24,1997-11-30,1998-01-02,DELIVER IN PERSON,REG AIR,nic instructions haggle ab
4999716,71220,3728,1,40.00,47648.80,0.06,0.06,N,O,1997-12-11,1998-01-02,1998-01-02,COLLECT COD,TRUCK,packages? slyly
3081860,48751,6264,6,39.00,66290.25,0.07,0.02,N,O,1997-12-15,1998-02-03,1998-01-02,NONE,MAIL, special forges. 
3576162,40239,240,2,13.00,15329.99,0.08,0.08,N,O,1997-12-28,1997-12-13,1998-01-02,TAKE BACK RETURN,FOB,es boost. quickly even packages at the 
1185637,173320,8355,2,4.00,5573.28,0.10,0.07,N,O,1997-12-14,1997-12-04,1998-01-02,NONE,AIR,dolites along 
1009219,115056,79,1,19.00,20349.95,0.10,0.01,N,O,1997-12-26,1998-01-06,1998-01-02,DELIVER IN PERSON,REG AIR,counts affix qu
5178822,1049,6050,2,8.00,7600.32,0.00,0.06,N,O,1998-01-01,1997-11-22,1998-01-02,NONE,REG AIR,s wake according to the quiet
1077827,102599,130,1,31.00,49649.29,0.07,0.02,N,O,1997-12-17,1997-11-02,1998-01-02,COLLECT COD,RAIL,uriously final asymptotes. slyly bold reque
859654,184095,1650,2,34.00,40089.06,0.01,0.01,N,O,1997-12-04,1998-01-14,1998-01-02,COLLECT COD,RAIL,s epitaphs
684676,101067,6088,5,4.00,4272.24,0.09,0.07,N,O,1997-12-27,1997-11-20,1998-01-02,NONE,SHIP, beans. ironic deposits wa
1040546,185172,7691,6,46.00,57829.82,0.01,0.08,N,O,1997-12-30,1997-12-04,1998-01-02,TAKE BACK RETURN,TRUCK,egrate blithely above the 
840386,114757,2291,3,21.00,37206.75,0.06,0.04,N,O,1997-12-29,1997-11-06,1998-01-02,TAKE BACK RETURN,AIR,ly. slyly ironic ideas haggle furiously.
678053,46351,1360,3,24.00,31136.40,0.00,0.02,N,O,1997-12-07,1997-11-02,1998-01-02,DELIVER IN PERSON,SHIP,s. special ideas boost furiously furiously 
1162978,2765,266,3,24.00,40026.24,0.08,0.05,N,O,1997-12-06,1997-10-10,1998-01-02,TAKE BACK RETURN,MAIL,old deposits. 
4900258,12049,9553,5,36.00,34597.44,0.04,0.03,N,O,1997-12-27,1998-01-10,1998-01-02,TAKE BACK RETURN,SHIP,he slyly unusual pinto beans. f
629412,170090,5125,4,8.00,9280.72,0.04,0.03,N,O,1997-12-04,1997-12-12,1998-01-02,NONE,TRUCK,s wake carefully along the 
4857859,31494,3998,4,16.00,22807.84,0.07,0.07,N,O,1997-12-07,1997-11-30,1998-01-02,NONE,FOB,refully bold forges are fluffily
5128162,45126,2639,3,16.00,17137.92,0.03,0.06,N,O,1998-01-01,1998-02-04,1998-01-02,COLLECT COD,REG AIR,wake carefully blithely regular ideas. slyl
662720,81104,6121,6,23.00,24957.30,0.06,0.01,N,O,1997-12-12,1997-12-08,1998-01-02,DELIVER IN PERSON,RAIL,ns. carefully iro
4866400,76006,8514,6,47.00,46154.00,0.00,0.00,N,O,1997-12-07,1997-12-16,1998-01-02,TAKE BACK RETURN,TRUCK,"fter the thin, bold ideas. ironic excu"
5078371,196282,6283,1,32.00,44104.96,0.10,0.03,N,O,1997-12-22,1997-12-05,1998-01-02,DELIVER IN PERSON,TRUCK,t the blithely regular accounts. pac
658016,2244,4745,2,48.00,55019.52,0.08,0.05,N,O,1997-12-27,1998-02-21,1998-01-02,COLLECT COD,AIR,ronic accounts. packages around the c
922566,184898,7417,3,17.00,33709.13,0.03,0.04,N,O,1997-12-10,1997-12-03,1998-01-02,COLLECT COD,FOB,hely. even packages wake furiously f
735107,73399,921,2,13.00,17841.07,0.03,0.08,N,O,1997-12-29,1998-01-19,1998-01-02,TAKE BACK RETURN,AIR,ades sleep blith
5139269,2580,5081,1,38.00,56338.04,0.06,0.05,N,O,1997-12-31,1997-11-14,1998-01-02,TAKE BACK RETURN,AIR,ely. accounts caj
4996677,185946,3501,6,26.00,52830.44,0.02,0.07,N,O,1997-12-25,1997-12-05,1998-01-02,TAKE BACK RETURN,MAIL, special theodolites above
717091,186987,4542,2,11.00,22813.78,0.10,0.08,N,O,1997-12-21,1998-01-14,1998-01-02,TAKE BACK RETURN,SHIP,lites sleep ruthlessly among the careful
603779,109557,4578,6,14.00,21931.70,0.00,0.06,N,O,1997-12-05,1997-11-11,1998-01-02,NONE,AIR, regular requests wake slyly. package
4476487,122779,316,1,16.00,28828.32,0.10,0.08,N,O,1997-12-19,1997-12-09,1998-01-02,DELIVER IN PERSON,FOB, the ironic req
4500679,66932,4451,6,10.00,18989.30,0.01,0.08,N,O,1997-12-05,1997-10-25,1998-01-02,COLLECT COD,AIR,hely regular de
4933574,23626,3627,7,38.00,58885.56,0.01,0.07,N,O,1997-12-25,1997-12-24,1998-01-02,COLLECT COD,RAIL,ely final deposits wake quickly furiously s
1012514,52034,2035,2,24.00,23664.72,0.10,0.04,N,O,1997-12-13,1998-01-13,1998-01-02,NONE,RAIL,ress packages detect furiously above the
685031,59806,9807,3,20.00,35316.00,0.09,0.06,N,O,1997-12-14,1997-11-07,1998-01-02,COLLECT COD,REG AIR,ccording to the quickly final requests
671431,167292,2325,2,46.00,62527.34,0.07,0.03,N,O,1997-12-27,1997-10-22,1998-01-02,TAKE BACK RETURN,SHIP,n instructions are. quickly ironic packa
1149539,57689,195,2,7.00,11526.76,0.01,0.00,N,O,1997-12-15,1997-12-11,1998-01-02,TAKE BACK RETURN,SHIP,ckly bold requests. fluffily ironic dep
1140032,36011,1018,3,17.00,16099.17,0.09,0.02,N,O,1997-12-16,1997-11-02,1998-01-02,TAKE BACK RETURN,RAIL, accounts aga
4796580,194314,1872,2,28.00,39432.68,0.05,0.04,N,O,1997-12-07,1998-01-25,1998-01-02,TAKE BACK RETURN,REG AIR,ckages. regul
4692996,121555,4068,2,18.00,28377.90,0.06,0.02,N,O,1997-12-25,1998-02-05,1998-01-02,TAKE BACK RETURN,AIR,lites. blithely regu
5381538,106352,1373,1,35.00,47542.25,0.03,0.01,N,O,1997-12-21,1998-01-06,1998-01-02,COLLECT COD,REG AIR,cial somas: requests wake
5100835,166481,1514,4,46.00,71184.08,0.04,0.02,N,O,1998-01-01,1997-11-27,1998-01-02,TAKE BACK RETURN,FOB,heodolites. fluffily ironic asym
821411,13692,8695,4,45.00,72256.05,0.01,0.07,N,O,1997-12-12,1997-12-10,1998-01-02,COLLECT COD,MAIL,s against the entici
4971876,132157,2158,1,13.00,15458.95,0.09,0.01,N,O,1997-12-03,1997-10-28,1998-01-02,NONE,TRUCK,. blithely final asymptotes alon
3669601,28865,1368,1,7.00,12557.02,0.06,0.03,N,O,1997-12-10,1997-09-30,1998-01-02,TAKE BACK RETURN,FOB,blithely. blithely unusual in
5013607,5566,567,2,14.00,20601.84,0.10,0.03,N,O,1997-12-18,1997-11-05,1998-01-02,NONE,MAIL,gular theodolites haggl
4834210,174555,4556,1,33.00,53775.15,0.05,0.01,N,O,1997-12-14,1997-10-29,1998-01-02,DELIVER IN PERSON,AIR,oubt. even accounts 
1151011,109874,9875,6,8.00,15070.96,0.07,0.07,N,O,1997-12-29,1998-02-05,1998-01-02,COLLECT COD,REG AIR,hely bold p
5358849,23459,5962,3,25.00,34561.25,0.01,0.07,N,O,1997-12-13,1997-12-06,1998-01-02,NONE,REG AIR,leep. blithely ironic deposit
5123170,183799,8836,4,17.00,32007.43,0.06,0.07,N,O,1997-12-28,1997-12-08,1998-01-02,NONE,MAIL,lent instructions wake blithely alo
4885893,122000,2001,2,39.00,39858.00,0.02,0.01,N,O,1997-12-25,1997-11-26,1998-01-02,TAKE BACK RETURN,AIR,lar packages. slyly ironic
620736,163479,5996,6,34.00,52443.98,0.08,0.05,N,O,1997-12-08,1998-02-23,1998-01-02,DELIVER IN PERSON,REG AIR,. always even requests are fur
981510,106335,1356,2,13.00,17437.29,0.07,0.08,N,O,1997-12-20,1997-11-26,1998-01-02,COLLECT COD,REG AIR,long the blithely iro
855236,87787,5312,5,18.00,31946.04,0.06,0.03,N,O,1997-12-10,1997-12-08,1998-01-02,COLLECT COD,SHIP,r the regular pinto beans. sl
1175557,71346,1347,3,28.00,36885.52,0.02,0.06,N,O,1997-12-03,1997-12-31,1998-01-02,COLLECT COD,REG AIR,kages cajole slyl
5237248,54702,2218,1,3.00,4970.10,0.03,0.03,N,O,1997-12-08,1998-03-01,1998-01-02,TAKE BACK RETURN,AIR,rls unwind across the even deposits-- 
807874,77630,138,1,49.00,78773.87,0.10,0.07,N,O,1998-01-01,1997-10-21,1998-01-02,NONE,FOB,among the furiously ironic dependencies. ca
4306435,44167,9176,3,39.00,43335.24,0.01,0.06,N,O,1997-12-12,1997-09-30,1998-01-02,DELIVER IN PERSON,REG AIR,"s. bold, busy forges "
3160197,93584,3585,2,13.00,20508.54,0.08,0.02,N,O,1997-12-23,1998-02-11,1998-01-02,NONE,AIR,lyly express 
600992,156581,6582,2,3.00,4912.74,0.02,0.05,N,O,1997-12-31,1998-03-02,1998-01-02,DELIVER IN PERSON,RAIL,structions. pending pac
4840199,145826,5827,3,24.00,44923.68,0.08,0.04,N,O,1997-12-17,1997-11-22,1998-01-02,TAKE BACK RETURN,TRUCK,sly express deposits affix q
4856192,28437,3442,5,44.00,60078.92,0.10,0.02,N,O,1997-12-24,1997-12-21,1998-01-02,NONE,MAIL, against the special requests. f
5248612,183704,6223,1,3.00,5363.10,0.08,0.04,N,O,1997-12-10,1997-12-15,1998-01-02,NONE,MAIL,old foxes around the
5039461,183390,945,5,2.00,2946.78,0.06,0.04,N,O,1997-12-19,1997-11-11,1998-01-02,TAKE BACK RETURN,REG AIR,hely carefully even
4866113,166431,3980,4,17.00,25456.31,0.10,0.08,N,O,1997-12-24,1998-02-01,1998-01-02,DELIVER IN PERSON,REG AIR,special ideas impress. reg
5040324,32566,7573,5,36.00,53948.16,0.10,0.08,N,O,1997-12-09,1997-12-17,1998-01-02,NONE,REG AIR,. slyly regular theodolites must have
1171392,144850,7365,5,9.00,17053.65,0.02,0.06,N,O,1997-12-20,1998-01-27,1998-01-02,COLLECT COD,REG AIR,"unts. unusual, regular packages"
5388736,140708,709,3,13.00,22733.10,0.08,0.03,N,O,1997-12-20,1998-02-09,1998-01-02,DELIVER IN PERSON,TRUCK,refully regular pla
5177410,61285,3792,4,42.00,52343.76,0.10,0.03,N,O,1997-12-26,1997-12-17,1998-01-02,COLLECT COD,TRUCK,osits above the blithely iron
868224,8456,5957,1,5.00,6822.25,0.02,0.06,N,O,1997-12-11,1997-10-22,1998-01-02,NONE,MAIL,lithely regular package
616387,19672,4675,3,14.00,22283.38,0.08,0.01,N,O,1997-12-12,1997-12-02,1998-01-02,TAKE BACK RETURN,AIR,blithely bold requests! furiously even acco
1026211,152314,9860,2,44.00,60117.64,0.03,0.00,N,O,1997-12-15,1997-10-17,1998-01-02,NONE,REG AIR,the slyly special packages. fina
3335268,29900,9901,2,7.00,12809.30,0.04,0.05,N,O,1997-12-13,1997-11-29,1998-01-02,DELIVER IN PERSON,RAIL,usly. ironic packages cajole a
4917251,102064,2065,7,43.00,45840.58,0.07,0.01,N,O,1997-12-17,1997-10-26,1998-01-02,COLLECT COD,RAIL,ly special hockey players. blithely regular
5009350,108852,1363,2,27.00,50242.95,0.06,0.05,N,O,1997-12-23,1998-01-26,1998-01-02,NONE,REG AIR,furiously final packages u
4905444,89642,9643,1,20.00,32632.80,0.07,0.02,N,O,1997-12-20,1997-12-14,1998-01-02,DELIVER IN PERSON,AIR,y quick foxes. quickly u
4804289,124139,6652,3,42.00,48851.46,0.05,0.04,N,O,1997-12-05,1997-10-26,1998-01-02,DELIVER IN PERSON,SHIP,slyly regular platelets haggle agains
1167811,9366,6867,1,5.00,6376.80,0.06,0.08,N,O,1997-12-04,1997-12-18,1998-01-02,DELIVER IN PERSON,AIR,atelets cajole out
694081,188298,3335,6,15.00,20794.35,0.07,0.01,N,O,1997-12-04,1998-01-10,1998-01-02,COLLECT COD,FOB,uches wake fluffily about the re
5023207,79547,4562,2,38.00,58008.52,0.09,0.06,N,O,1998-01-01,1998-02-11,1998-01-02,TAKE BACK RETURN,FOB,egular instructions
720805,99449,9450,1,26.00,37659.44,0.07,0.08,N,O,1997-12-18,1998-01-29,1998-01-02,NONE,TRUCK,ites sleep quickly. 
4083109,97334,4862,4,15.00,19969.95,0.09,0.01,N,O,1997-12-21,1998-01-30,1998-01-02,DELIVER IN PERSON,SHIP,beans wake after the silent a
5090436,6357,8858,4,34.00,42953.90,0.02,0.07,N,O,1997-12-17,1997-10-22,1998-01-02,DELIVER IN PERSON,TRUCK,blithely. pendin
4539650,87793,7794,5,11.00,19588.69,0.05,0.08,N,O,1997-12-11,1997-10-31,1998-01-02,TAKE BACK RETURN,REG AIR,ounts are furiously. de
3348261,107696,7697,2,49.00,83480.81,0.05,0.07,N,O,1997-12-19,1997-12-24,1998-01-02,NONE,REG AIR,ording to the 
5151712,140392,7935,2,9.00,12891.51,0.05,0.06,N,O,1997-12-19,1997-12-11,1998-01-02,TAKE BACK RETURN,REG AIR,"press, final package"
962215,162148,7181,2,25.00,30253.50,0.07,0.03,N,O,1997-12-21,1998-02-16,1998-01-02,TAKE BACK RETURN,FOB,ss braids about the blithel
606049,184087,6606,5,44.00,51527.52,0.00,0.00,N,O,1997-12-14,1997-11-22,1998-01-02,NONE,AIR,uctions sleep slyly fluffily 
1018404,135556,5557,1,36.00,57295.80,0.01,0.01,N,O,1997-12-19,1998-02-17,1998-01-02,TAKE BACK RETURN,MAIL, ruthlessly among the spe
754245,67689,2702,1,8.00,13253.44,0.01,0.05,N,O,1997-12-26,1998-02-12,1998-01-02,COLLECT COD,SHIP, Tiresias s
840578,92114,9642,3,10.00,11061.10,0.00,0.07,N,O,1997-12-05,1997-12-14,1998-01-02,TAKE BACK RETURN,REG AIR,lithely regular packages cajole blithely ag
1941825,130399,5426,4,29.00,41452.31,0.10,0.06,N,O,1997-12-16,1997-12-26,1998-01-02,COLLECT COD,TRUCK,lyly requests. slyly final a
4333408,130310,311,5,47.00,62994.57,0.01,0.01,N,O,1997-12-10,1998-01-26,1998-01-02,DELIVER IN PERSON,SHIP,s grow slyly ironic accounts. f
4867911,73496,8511,3,20.00,29389.80,0.00,0.06,N,O,1998-01-01,1998-03-22,1998-01-02,DELIVER IN PERSON,FOB,cies. carefully regu
5396963,84584,9601,1,30.00,47057.40,0.10,0.02,N,O,1997-12-09,1998-01-01,1998-01-02,NONE,REG AIR,nts nag furiously. express request
4822625,77424,4946,3,16.00,22422.72,0.02,0.08,N,O,1997-12-29,1998-02-10,1998-01-02,NONE,SHIP,ns? slyly regula
5342119,105142,7653,7,10.00,11471.40,0.07,0.05,N,O,1997-12-23,1997-10-21,1998-01-02,TAKE BACK RETURN,RAIL,gular deposits. furious
3698080,142716,2717,4,36.00,63313.56,0.06,0.03,N,O,1997-12-28,1998-02-12,1998-01-02,TAKE BACK RETURN,FOB,hely bold pinto beans sleep care
3846562,90053,5072,7,30.00,31291.50,0.05,0.03,N,O,1997-12-17,1997-12-18,1998-01-02,COLLECT COD,MAIL," the regular, ironic accounts cajole silent"
5097191,39607,4614,1,5.00,7733.00,0.06,0.03,N,O,1997-12-10,1997-10-18,1998-01-02,NONE,AIR, requests haggle blithely. sly
5126820,5514,3015,2,36.00,51102.36,0.09,0.08,N,O,1997-12-17,1998-01-16,1998-01-02,TAKE BACK RETURN,FOB,s asymptotes wake among the 
883362,19307,1809,2,5.00,6131.50,0.09,0.03,N,O,1998-01-01,1998-02-28,1998-01-02,DELIVER IN PERSON,RAIL,unts. blithely express ideas wake quickly
5152740,141428,1429,2,6.00,8816.52,0.00,0.02,N,O,1997-12-14,1998-01-21,1998-01-02,COLLECT COD,FOB,ly ironic requests. blithely ironic deposi
699811,121770,9307,2,30.00,53753.10,0.02,0.00,N,O,1997-12-14,1998-01-12,1998-01-02,TAKE BACK RETURN,TRUCK,s haggle quickly pending courts. blit
1061858,52151,7162,1,16.00,17650.40,0.10,0.06,N,O,1997-12-16,1997-09-28,1998-01-02,TAKE BACK RETURN,MAIL,uriously a
4852070,199115,6673,5,49.00,59491.39,0.03,0.04,N,O,1997-12-23,1997-10-30,1998-01-02,DELIVER IN PERSON,REG AIR,ly special packages. quickly 
959815,179945,9946,1,4.00,8099.76,0.08,0.02,N,O,1998-01-01,1998-01-27,1998-01-02,NONE,FOB, wake ironically thin pinto beans.
1185926,124727,9752,3,45.00,78827.40,0.02,0.05,N,O,1997-12-19,1997-11-24,1998-01-02,TAKE BACK RETURN,SHIP,thely furiously final pinto beans. 
945922,170992,8544,1,24.00,49511.76,0.08,0.02,N,O,1997-12-29,1998-01-30,1998-01-02,TAKE BACK RETURN,AIR,kly final re
5393987,188839,6394,3,25.00,48195.75,0.07,0.06,N,O,1998-01-01,1997-11-22,1998-01-02,COLLECT COD,FOB,ests wake furiously. ironi
1994627,9938,2439,5,38.00,70221.34,0.01,0.03,N,O,1997-12-21,1997-12-24,1998-01-02,TAKE BACK RETURN,AIR,oss the special deposits. slyly
698340,169265,1782,5,15.00,20013.90,0.07,0.06,N,O,1997-12-29,1997-11-18,1998-01-02,DELIVER IN PERSON,REG AIR,ding notornis! platelets are 
618534,55059,7565,2,41.00,41576.05,0.04,0.07,N,O,1997-12-08,1997-11-16,1998-01-02,COLLECT COD,RAIL,eodolites mold carefully regul
1160128,92838,5348,3,5.00,9154.15,0.07,0.02,N,O,1997-12-05,1997-11-06,1998-01-02,TAKE BACK RETURN,AIR,arefully quickly ironic deposits. bol
5215361,30686,3190,7,29.00,46883.72,0.08,0.01,N,O,1997-12-10,1998-01-07,1998-01-02,NONE,RAIL,lites. deposits nag against th
5051620,136034,3574,2,6.00,6420.18,0.09,0.04,N,O,1997-12-08,1998-02-06,1998-01-02,NONE,REG AIR,with the carefully bold requests. 
801829,190801,5840,2,4.00,7567.20,0.00,0.02,N,O,1997-12-27,1998-02-10,1998-01-02,NONE,MAIL,ily even requests wake quickly. slyly 
809379,52874,390,2,13.00,23749.31,0.01,0.01,N,O,1997-12-18,1997-10-28,1998-01-02,COLLECT COD,FOB,gular requests-- furiously bold accoun
806052,94622,9641,4,39.00,63048.18,0.09,0.01,N,O,1997-12-19,1997-12-11,1998-01-02,COLLECT COD,FOB, must have to wake
907685,59124,9125,1,17.00,18413.04,0.04,0.08,N,O,1997-12-29,1998-02-02,1998-01-02,DELIVER IN PERSON,AIR,"ly final packages haggle. even, sile"
1008800,19759,2261,1,14.00,23502.50,0.07,0.02,N,O,1997-12-12,1997-12-04,1998-01-02,COLLECT COD,REG AIR,ns haggle carefully special grouches. fluff
759200,5875,5876,4,8.00,14246.96,0.08,0.03,N,O,1997-12-10,1997-10-25,1998-01-02,COLLECT COD,MAIL,efully dogged ep
5133440,196765,9285,2,17.00,31649.92,0.05,0.00,N,O,1997-12-16,1997-10-13,1998-01-02,NONE,RAIL,tly requests. slyly even accounts hagg
721063,55470,7976,2,4.00,5701.88,0.08,0.08,N,O,1997-12-29,1998-02-02,1998-01-02,DELIVER IN PERSON,TRUCK,ideas. slyly ironic requests aga
5384835,105532,553,3,45.00,69188.85,0.06,0.05,N,O,1997-12-06,1997-12-31,1998-01-02,DELIVER IN PERSON,TRUCK,gular depos
3723588,30077,5084,5,9.00,9063.63,0.07,0.06,N,O,1997-12-17,1997-12-15,1998-01-02,COLLECT COD,REG AIR,grate alongside of the special foxes
794116,173599,3600,1,15.00,25088.85,0.09,0.07,N,O,1997-12-09,1997-11-17,1998-01-02,COLLECT COD,FOB,ully regular dep
4969508,53276,5782,4,21.00,25814.67,0.00,0.08,N,O,1997-12-26,1997-12-11,1998-01-02,COLLECT COD,RAIL,structions are. per
5278977,18855,1357,1,6.00,10643.10,0.08,0.01,N,O,1997-12-20,1997-11-25,1998-01-02,NONE,AIR,hely bold courts. express foxes
5036256,136362,3902,4,7.00,9788.52,0.08,0.08,N,O,1997-12-12,1997-09-27,1998-01-02,TAKE BACK RETURN,TRUCK,"regular, pending re"
986948,6520,1521,6,21.00,29956.92,0.00,0.08,N,O,1997-12-28,1998-01-13,1998-01-02,DELIVER IN PERSON,RAIL,"ly ironic pinto beans. even, fina"
4482979,26097,8600,2,32.00,32738.88,0.02,0.01,N,O,1997-12-18,1997-10-24,1998-01-02,COLLECT COD,RAIL, unusual pin
1149954,14383,1887,3,5.00,6486.90,0.04,0.06,N,O,1997-12-17,1997-12-31,1998-01-02,NONE,SHIP, ironic packages about the iro
5038823,199680,7238,4,2.00,3559.36,0.00,0.01,N,O,1997-12-30,1997-11-06,1998-01-02,COLLECT COD,RAIL,er the fluffily
4856515,86503,9012,3,45.00,67027.50,0.09,0.03,N,O,1997-12-12,1997-11-11,1998-01-02,NONE,TRUCK,lyly. special instructions affix. p
770244,174676,4677,4,25.00,43766.75,0.09,0.00,N,O,1997-12-17,1998-02-03,1998-01-02,TAKE BACK RETURN,SHIP,nag blithely a
627140,52055,7066,1,48.00,48338.40,0.05,0.08,N,O,1997-12-05,1997-12-25,1998-01-02,TAKE BACK RETURN,FOB,regular packages. carefully unusual packa
4355521,20007,8,3,18.00,16686.00,0.03,0.08,N,O,1997-12-15,1997-10-25,1998-01-02,NONE,TRUCK,furiously idle instructi
3754725,180779,780,2,32.00,59512.64,0.08,0.03,N,O,1997-12-21,1997-12-12,1998-01-02,COLLECT COD,TRUCK,kly regular requests. fluffily final gift
651975,168242,3275,4,27.00,35376.48,0.00,0.02,N,O,1998-01-01,1997-12-12,1998-01-02,COLLECT COD,REG AIR,bout the carefully even asymptotes. furious
997831,134631,7145,5,12.00,19987.56,0.08,0.01,N,O,1997-12-15,1997-11-18,1998-01-02,TAKE BACK RETURN,AIR,theodolites. de
881442,174401,1953,5,36.00,53114.40,0.05,0.08,N,O,1997-12-29,1997-10-24,1998-01-02,NONE,TRUCK,ges cajole slyly amon
1109573,51803,9319,4,22.00,38605.60,0.05,0.08,N,O,1997-12-05,1997-12-16,1998-01-02,COLLECT COD,AIR,"nic, regular ac"
1007904,19063,9064,1,1.00,982.06,0.05,0.07,N,O,1997-12-25,1998-03-10,1998-01-02,NONE,REG AIR,uickly regu
4839206,46563,1572,1,22.00,33210.32,0.07,0.04,N,O,1997-12-20,1997-12-17,1998-01-02,DELIVER IN PERSON,AIR,e quickly. unusu
1112064,41115,8628,3,30.00,31683.30,0.01,0.08,N,O,1997-12-16,1997-11-06,1998-01-02,TAKE BACK RETURN,AIR,could sleep ironically slyly ironic dolphin
695524,5733,8234,3,25.00,40968.25,0.07,0.01,N,O,1997-12-29,1998-02-02,1998-01-02,DELIVER IN PERSON,REG AIR,"ding, special ideas. blithely expre"
747845,26545,6546,2,4.00,5886.16,0.05,0.05,N,O,1997-12-10,1997-10-19,1998-01-02,DELIVER IN PERSON,TRUCK,carefully quiet in
812420,32796,7803,6,27.00,46677.33,0.10,0.04,N,O,1997-12-22,1998-02-04,1998-01-02,COLLECT COD,RAIL,refully even deposits sleep quickly reg
4907009,129114,4139,2,14.00,16003.54,0.06,0.05,N,O,1997-12-15,1997-12-18,1998-01-02,COLLECT COD,RAIL,s are according to the fluffily bold depen
4014595,103541,6052,3,33.00,50969.82,0.01,0.02,N,O,1997-12-03,1998-01-04,1998-01-02,NONE,FOB,oughout the blithely fina
760677,112726,5238,1,21.00,36513.12,0.02,0.02,N,O,1997-12-16,1998-01-21,1998-01-02,NONE,REG AIR,inal theodolites doze slyly? b
4836800,90687,8215,1,50.00,83884.00,0.00,0.07,N,O,1997-12-31,1997-12-07,1998-01-02,NONE,REG AIR,nooze carefully. furi
5293636,190867,5906,6,25.00,48946.50,0.08,0.00,N,O,1997-12-03,1997-10-13,1998-01-02,COLLECT COD,RAIL,ing to the carefully regular reque
1096325,121625,9162,2,27.00,44458.74,0.08,0.05,N,O,1997-12-06,1997-11-02,1998-01-02,TAKE BACK RETURN,SHIP, slyly ironic packages among the slyly regu
5057025,134704,4705,3,17.00,29557.90,0.00,0.03,N,O,1997-12-18,1998-01-09,1998-01-02,DELIVER IN PERSON,AIR,y regular packages use blithely asy
1195591,70650,651,2,43.00,69687.95,0.02,0.06,N,O,1997-12-09,1997-10-22,1998-01-02,DELIVER IN PERSON,TRUCK,", bold pinto "
609958,152585,5101,2,48.00,78603.84,0.06,0.04,N,O,1997-12-22,1997-11-07,1998-01-02,COLLECT COD,TRUCK,"ar, final accounts detect along the final"
5224708,6274,3775,2,37.00,43669.99,0.01,0.06,N,O,1997-12-18,1998-01-08,1998-01-02,COLLECT COD,REG AIR,lent requests hag
660866,100821,8352,5,27.00,49189.14,0.06,0.03,N,O,1997-12-04,1997-10-17,1998-01-02,TAKE BACK RETURN,AIR,al deposits wak
624386,163236,5753,1,31.00,40276.13,0.01,0.01,N,O,1997-12-03,1997-11-20,1998-01-02,DELIVER IN PERSON,SHIP,n deposits wake c
1136036,171329,6364,2,50.00,70016.00,0.08,0.08,N,O,1997-12-09,1997-11-11,1998-01-02,NONE,SHIP,ay quickly 
5393509,190639,8197,2,37.00,63996.31,0.00,0.01,N,O,1997-12-30,1998-01-09,1998-01-02,COLLECT COD,FOB,gainst the
4555493,187200,4755,5,16.00,20595.20,0.00,0.01,N,O,1997-12-14,1998-02-01,1998-01-02,DELIVER IN PERSON,MAIL, even accounts sleep. furiously bold 
3504902,65913,926,2,1.00,1878.91,0.09,0.06,N,O,1997-12-07,1998-02-01,1998-01-02,TAKE BACK RETURN,SHIP, slyly final pinto beans despite
3803079,185806,3361,4,44.00,83239.20,0.05,0.02,N,O,1997-12-11,1997-12-13,1998-01-02,NONE,RAIL,accounts. frays integrate boldl
1184960,155731,5732,3,19.00,33947.87,0.06,0.06,N,O,1997-12-31,1997-11-29,1998-01-02,TAKE BACK RETURN,REG AIR,al ideas boost alongside of the p
